Date,Store,Product,ProductType,Forecast,OpeningStock,Production,AvailableForSale,Sales,ClosingStock,Loss,ForecastError,ForecastAbsoluteError,SellThroughRate,InventoryStatus,StockoutFlag,LossFlag,ProductionMethod,IsEventDay,EventName,PromotionType,PromotionTarget,SalesSource
2026-07-13,Shop_A,パール,regular,11,0,12,12,11,1,0,0,0,0.9167,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_A,プリン,regular,12,7,6,13,10,3,0,2,2,0.7692,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_A,リッチエクレア,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_A,リッチシュー,regular,15,1,16,17,17,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_A,季節シュー,seasonal,11,4,8,12,9,3,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,アップルパイ,regular,6,5,2,7,7,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,エクレア,regular,11,5,7,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,シュー,regular,25,7,21,28,24,4,0,1,1,0.8571,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,パール,regular,13,4,11,15,9,6,0,4,4,0.6,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,プリン,regular,9,0,10,10,6,4,0,3,3,0.6,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,リッチエクレア,regular,6,3,4,7,7,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,リッチシュー,regular,14,3,13,16,13,3,0,1,1,0.8125,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_B,季節シュー,seasonal,10,2,9,11,10,1,0,0,0,0.9091,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,アップルパイ,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,エクレア,regular,14,3,13,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,シュー,regular,33,3,34,37,31,6,0,2,2,0.8378,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,パール,regular,14,0,16,16,9,7,0,5,5,0.5625,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,プリン,regular,15,5,12,17,13,4,0,2,2,0.7647,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,リッチエクレア,regular,10,0,11,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,リッチシュー,regular,17,0,19,19,17,2,0,0,0,0.8947,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-13,Shop_C,季節シュー,seasonal,13,3,12,15,15,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,アップルパイ,regular,9,2,8,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,エクレア,regular,14,2,14,16,14,2,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,シュー,regular,29,5,27,31,31,0,1,-2,2,1.0,Sold out,True,True,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,パール,regular,11,1,11,12,9,3,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,プリン,regular,9,3,7,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,リッチエクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,リッチシュー,regular,17,0,19,19,17,2,0,0,0,0.8947,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_A,季節シュー,seasonal,14,3,13,16,10,6,0,4,4,0.625,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,アップルパイ,regular,6,0,7,7,6,1,0,0,0,0.8571,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,エクレア,regular,12,4,9,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,シュー,regular,26,4,25,29,27,2,0,-1,1,0.931,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,パール,regular,9,6,4,10,7,3,0,2,2,0.7,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,プリン,regular,10,4,7,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,リッチエクレア,regular,8,0,9,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,リッチシュー,regular,13,3,12,15,15,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_B,季節シュー,seasonal,9,1,9,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,アップルパイ,regular,6,0,7,7,3,4,0,3,3,0.4286,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,エクレア,regular,15,1,16,17,15,2,0,0,0,0.8824,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,シュー,regular,32,6,30,36,33,3,0,-1,1,0.9167,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,パール,regular,12,7,6,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,プリン,regular,10,4,7,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,リッチエクレア,regular,9,3,7,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,リッチシュー,regular,21,2,22,24,17,7,0,4,4,0.7083,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-14,Shop_C,季節シュー,seasonal,13,0,15,15,12,3,0,1,1,0.8,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,アップルパイ,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,エクレア,regular,10,2,9,10,10,0,1,0,0,1.0,Sold out,True,True,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,シュー,regular,30,0,34,34,30,4,0,0,0,0.8824,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,パール,regular,10,3,8,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,プリン,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,リッチエクレア,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,リッチシュー,regular,16,2,16,18,15,3,0,1,1,0.8333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_A,季節シュー,seasonal,11,6,6,12,9,3,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,アップルパイ,regular,8,1,8,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,エクレア,regular,12,1,12,13,7,6,0,5,5,0.5385,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,シュー,regular,27,2,28,30,24,6,0,3,3,0.8,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,パール,regular,7,3,5,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,プリン,regular,9,2,8,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,リッチエクレア,regular,9,1,9,10,7,3,0,2,2,0.7,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,リッチシュー,regular,15,0,17,17,14,3,0,1,1,0.8235,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_B,季節シュー,seasonal,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,アップルパイ,regular,10,4,7,11,4,7,0,6,6,0.3636,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,エクレア,regular,16,2,16,18,13,5,0,3,3,0.7222,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,シュー,regular,31,3,32,35,35,0,0,-4,4,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,パール,regular,13,2,13,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,プリン,regular,14,0,16,16,12,4,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,リッチエクレア,regular,9,0,10,10,9,1,0,0,0,0.9,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,リッチシュー,regular,19,7,14,21,17,4,0,2,2,0.8095,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-15,Shop_C,季節シュー,seasonal,15,3,14,17,17,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,アップルパイ,regular,9,0,10,10,8,2,0,1,1,0.8,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,エクレア,regular,10,0,11,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,シュー,regular,29,4,28,32,32,0,0,-3,3,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,パール,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,プリン,regular,11,0,12,12,12,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,リッチエクレア,regular,8,0,9,9,7,2,0,1,1,0.7778,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,リッチシュー,regular,17,3,16,19,15,4,0,2,2,0.7895,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_A,季節シュー,seasonal,12,3,10,13,7,6,0,5,5,0.5385,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,アップルパイ,regular,7,1,7,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,エクレア,regular,9,6,4,10,9,1,0,0,0,0.9,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,シュー,regular,24,6,21,27,22,5,0,2,2,0.8148,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,パール,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,プリン,regular,7,0,8,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,リッチエクレア,regular,7,3,5,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,リッチシュー,regular,13,3,12,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_B,季節シュー,seasonal,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,アップルパイ,regular,9,7,3,10,9,1,0,0,0,0.9,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,エクレア,regular,12,5,8,13,13,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,シュー,regular,35,0,39,39,33,6,0,2,2,0.8462,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,パール,regular,12,4,9,13,9,4,0,3,3,0.6923,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,プリン,regular,12,4,9,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,リッチエクレア,regular,8,1,8,9,4,5,0,4,4,0.4444,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,リッチシュー,regular,19,4,17,21,18,3,0,1,1,0.8571,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-16,Shop_C,季節シュー,seasonal,13,0,15,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,アップルパイ,regular,7,2,6,8,6,2,0,1,1,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,エクレア,regular,14,0,16,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,シュー,regular,27,0,30,30,25,5,0,2,2,0.8333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,プリン,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,リッチエクレア,regular,7,2,6,8,6,2,0,1,1,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,リッチシュー,regular,12,4,9,13,13,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_A,季節シュー,seasonal,10,6,5,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,アップルパイ,regular,5,1,5,6,4,2,0,1,1,0.6667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,エクレア,regular,9,1,9,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,シュー,regular,21,5,19,24,21,3,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,パール,regular,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,プリン,regular,7,1,7,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,リッチエクレア,regular,8,1,8,9,5,4,0,3,3,0.5556,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,リッチシュー,regular,13,4,11,15,14,1,0,-1,1,0.9333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_B,季節シュー,seasonal,7,0,8,8,8,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,アップルパイ,regular,9,1,9,10,4,6,0,5,5,0.4,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,エクレア,regular,15,0,17,17,17,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,シュー,regular,34,6,32,38,32,6,0,2,2,0.8421,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,パール,regular,9,4,6,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,プリン,regular,9,2,8,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,リッチエクレア,regular,9,5,5,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,リッチシュー,regular,17,3,16,19,18,1,0,-1,1,0.9474,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-17,Shop_C,季節シュー,seasonal,13,2,13,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,アップルパイ,regular,8,2,7,9,8,1,0,0,0,0.8889,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,エクレア,regular,14,1,15,16,12,4,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,シュー,regular,32,5,31,35,35,0,1,-3,3,1.0,Sold out,True,True,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,パール,regular,11,0,12,12,10,2,0,1,1,0.8333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,プリン,regular,13,0,15,15,11,4,0,2,2,0.7333,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,リッチエクレア,regular,10,2,9,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,リッチシュー,regular,19,0,21,21,14,7,0,5,5,0.6667,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_A,季節シュー,seasonal,11,2,10,12,12,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,アップルパイ,regular,7,2,6,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,エクレア,regular,13,0,15,15,13,2,0,0,0,0.8667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,シュー,regular,27,3,27,30,24,6,0,3,3,0.8,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,パール,regular,10,0,11,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,プリン,regular,12,0,13,13,9,4,0,3,3,0.6923,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,リッチエクレア,regular,7,4,4,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,リッチシュー,regular,18,1,19,20,10,10,0,8,8,0.5,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_B,季節シュー,seasonal,12,0,13,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,アップルパイ,regular,10,6,5,11,11,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,エクレア,regular,15,0,17,17,17,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,シュー,regular,37,6,35,41,38,3,0,-1,1,0.9268,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,パール,regular,14,0,16,16,12,4,0,2,2,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,プリン,regular,13,0,15,15,12,3,0,1,1,0.8,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,リッチエクレア,regular,8,0,9,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,リッチシュー,regular,20,1,21,22,22,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-18,Shop_C,季節シュー,seasonal,15,2,15,17,14,3,0,1,1,0.8235,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,アップルパイ,regular,9,1,9,10,5,5,0,4,4,0.5,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,エクレア,regular,14,4,12,16,11,5,0,3,3,0.6875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,シュー,regular,30,0,34,34,27,7,0,3,3,0.7941,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,パール,regular,11,2,10,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,プリン,regular,13,4,11,15,12,3,0,1,1,0.8,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,リッチエクレア,regular,9,2,8,10,6,4,0,3,3,0.6,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,リッチシュー,regular,12,7,6,13,13,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_A,季節シュー,seasonal,12,0,13,13,9,4,0,3,3,0.6923,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,アップルパイ,regular,6,1,6,7,6,1,0,0,0,0.8571,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,エクレア,regular,12,2,11,13,11,2,0,1,1,0.8462,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,シュー,regular,26,6,23,29,27,2,0,-1,1,0.931,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,パール,regular,9,3,7,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,プリン,regular,13,4,11,15,8,7,0,5,5,0.5333,Stock remaining,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,リッチエクレア,regular,8,1,8,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,リッチシュー,regular,13,10,5,15,15,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_B,季節シュー,seasonal,12,2,11,13,10,3,0,2,2,0.7692,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,アップルパイ,regular,6,0,7,7,7,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,エクレア,regular,14,0,16,16,16,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,シュー,regular,36,3,37,40,36,4,0,0,0,0.9,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,パール,regular,11,4,8,12,12,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,プリン,regular,12,3,10,13,13,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,リッチエクレア,regular,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,リッチシュー,regular,18,0,20,20,19,1,0,-1,1,0.95,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-19,Shop_C,季節シュー,seasonal,14,3,13,16,16,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,アップルパイ,regular,8,5,4,9,5,4,0,3,3,0.5556,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,エクレア,regular,11,5,7,11,11,0,1,0,0,1.0,Sold out,True,True,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,シュー,regular,26,7,22,29,25,4,0,1,1,0.8621,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,パール,regular,10,4,7,11,9,2,0,1,1,0.8182,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,プリン,regular,9,3,7,10,10,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,リッチエクレア,regular,10,4,7,11,8,3,0,2,2,0.7273,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,リッチシュー,regular,14,0,16,16,15,1,0,-1,1,0.9375,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_A,季節シュー,seasonal,9,4,6,10,8,2,0,1,1,0.8,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,アップルパイ,regular,3,1,3,4,3,1,0,0,0,0.75,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,エクレア,regular,8,2,7,9,9,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,シュー,regular,24,2,25,27,22,5,0,2,2,0.8148,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,パール,regular,7,0,8,8,7,1,0,0,0,0.875,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,プリン,regular,5,7,0,7,7,0,0,-2,2,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,リッチエクレア,regular,8,0,9,9,4,5,0,4,4,0.4444,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,リッチシュー,regular,12,0,13,13,12,1,0,0,0,0.9231,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_B,季節シュー,seasonal,11,3,9,12,8,4,0,3,3,0.6667,Low closing stock,False,False,Same-morning preparation,False,None,None,None,inventory
2026-07-20,Shop_C,アップルパイ,regular,5,0,6,6,6,0,0,-1,1,1.0,Sold out,True,False,Same-morning preparation,False,None,None,None,inventory
